timestamp,emotion,confidence,text,user,source,platform
2026-05-01 16:02:36.114143,neutral,0.86,Je pense à toi tout le temps,Guest,text,streamlit
2026-05-01 16:07:35.984887,happy,0.49,Tu me rends heureux / heureuse,Guest,multimodal,streamlit
2026-05-01 16:46:20.413709,neutral,0.949,,Guest,face,webcam
2026-05-01 23:20:36.224940,neutral,0.665,,Guest,face,webcam
2026-05-01 23:20:49.820747,happy,0.755,,Guest,face,webcam
2026-05-01 23:21:19.630469,happy,0.87,Tu me rends heureux / heureuse,Guest,multimodal,streamlit
2026-05-01 23:25:36.206626,happy,0.22,J'ai la frousse,Guest,multimodal,streamlit
2026-05-01 23:28:14.804270,fear,0.571,,Guest,face,webcam
2026-05-01 23:43:06.478656,neutral,0.21,I have just returned home from a marriage.,Guest,multimodal,streamlit
2026-05-01 23:54:03.982420,neutral,0.74,J'ai les chocottes.,Guest,text,streamlit
2026-05-01 23:56:30.828840,neutral,0.74,J'ai les chocottes.,Guest,text,streamlit
2026-05-01 23:57:39.128057,happy,0.5425899950715296,,Guest,voice,streamlit
2026-05-01 23:58:11.364746,happy,0.2734951238129524,,Guest,voice,streamlit
2026-05-01 23:58:32.797691,sad,0.446,,Guest,image,streamlit
2026-05-01 23:58:44.369369,surprise,0.999,,Guest,image,streamlit
2026-05-01 23:58:52.312740,happy,0.985,,Guest,image,streamlit
2026-05-02 17:01:58.558024,happy,0.997,,Guest,face,webcam
2026-05-02 17:02:50.991317,sad,0.446,,Apoorv Mittal,image,streamlit
2026-05-02 17:03:01.631247,happy,0.689,,Apoorv Mittal,image,streamlit
2026-05-02 17:03:12.163672,sad,0.446,,Apoorv Mittal,image,streamlit
2026-05-02 18:55:54.808302,happy,1.0,,Guest,face,webcam
2026-05-02 18:56:41.081458,happy,0.81,I was very much excited after sitting in the roller coster.,Guest,text,streamlit
2026-05-02 19:01:25.041005,happy,0.33,"Vouloir, c’est pouvoir.",Guest,multimodal,streamlit
2026-05-02 19:02:59.120679,sad,0.446,,Guest,image,streamlit
2026-05-05 22:10:59.660370,neutral,0.98,,Guest,image,streamlit
2026-05-05 22:11:06.604611,happy,0.745,,Guest,image,streamlit
2026-05-05 22:11:13.986761,angry,0.932,,Guest,image,streamlit
2026-05-05 22:11:28.336564,sad,0.504,,Guest,image,streamlit
2026-05-05 22:11:38.823663,fear,0.565,,Guest,image,streamlit
2026-05-05 22:11:40.989583,fear,0.565,,Guest,image,streamlit
2026-05-05 22:11:51.549044,sad,0.582,,Guest,image,streamlit
2026-05-05 22:16:03.229498,surprise,1.0,,Guest,image,streamlit
2026-05-05 22:16:10.216736,surprise,0.994,,Guest,image,streamlit
2026-05-05 22:16:26.099057,surprise,1.0,,Guest,image,streamlit
2026-05-05 22:16:32.100082,surprise,1.0,,Guest,image,streamlit
2026-05-05 22:16:46.782451,happy,0.745,,Guest,image,streamlit
2026-05-05 22:19:00.723508,fear,0.923,,Guest,image,streamlit
2026-05-05 22:19:08.324420,fear,0.923,,Guest,image,streamlit
2026-05-05 22:19:15.251039,fear,0.923,,Guest,image,streamlit
2026-05-05 22:30:54.776157,happy,0.337,,Guest,face,webcam
2026-05-05 22:35:23.353841,happy,0.5425942642542116,,Guest,voice,streamlit
2026-05-05 22:36:01.088256,happy,0.5425899950715296,,Guest,voice,streamlit
2026-05-05 22:36:31.554008,anger,0.1460242818727771,,Guest,voice,streamlit
2026-05-05 22:38:22.750501,neutral,0.559,,Guest,image,streamlit
2026-05-05 22:38:32.330868,neutral,0.559,,Guest,image,streamlit
2026-05-05 22:38:54.612372,happy,0.337,,Guest,face,webcam
2026-05-09 12:27:06.389742,happy,0.985,,Guest,face,webcam
2026-05-09 12:27:45.839089,neutral,0.607,,Apoorv Mittal,face,webcam
2026-05-09 12:27:55.867924,neutral,0.573,,Apoorv Mittal,face,webcam
2026-05-09 12:28:03.831471,neutral,0.807,,Apoorv Mittal,face,webcam
2026-05-09 12:28:12.298595,fear,0.585,,Apoorv Mittal,face,webcam
2026-05-09 12:28:33.870717,neutral,0.725,,Alok Mittal,face,webcam
2026-05-09 12:28:49.804486,fear,0.933,,Alok Mittal,face,webcam
2026-05-09 12:29:01.984649,fear,1.0,,Alok Mittal,face,webcam
2026-05-09 12:29:19.480923,fear,1.0,,Guest,face,webcam
2026-05-09 12:30:08.144139,neutral,0.5,Fais toujours de ton mieux même si personne ne regarde,Apoorv Mittal,text,streamlit
2026-05-09 12:30:36.610394,happy,0.52,La simplicité est la sophistication supreme,Apoorv Mittal,text,streamlit
2026-05-09 12:31:13.208032,neutral,0.5,"Aimer, ce n'est pas se regarder l'un l'autre, c'est regarder ensemble dans la même direction",Apoorv Mittal,text,streamlit
2026-05-09 15:14:13.325498,fear,0.99,,Guest,face,webcam
2026-05-11 15:54:09.576271,angry,0.355,,Guest,face,webcam
2026-05-11 16:05:56.565082,fear,0.923,,Guest,image,streamlit
2026-05-11 16:06:03.529822,surprise,1.0,,Guest,image,streamlit
2026-05-11 16:06:13.042028,surprise,1.0,,Guest,image,streamlit
2026-05-11 16:06:20.313716,surprise,0.996,,Guest,image,streamlit
2026-05-11 16:08:44.374065,surprise,0.996,,Guest,image,streamlit
2026-05-11 16:09:15.796442,happy,0.5425899950715296,,Guest,voice,streamlit
2026-05-11 16:57:57.107686,surprise,0.997,,Apoorv Mittal,face,webcam
2026-05-11 16:58:04.328230,surprise,0.997,,Guest,face,webcam
2026-05-11 16:58:38.715537,fear,0.89,I got scared today after seeing a big tiger in the forest.,Guest,text,streamlit
2026-05-11 16:59:51.095065,surprise,0.26,Please save me from getting the lowest marks in my exam.,Guest,multimodal,streamlit
2026-05-11 17:00:16.388870,fear,0.923,,Guest,image,streamlit
2026-05-11 17:45:18.605501,surprise,0.994,,Guest,image,streamlit
2026-05-11 17:46:04.990883,fear,0.641,,Guest,face,webcam
2026-05-11 17:46:55.594528,surprise,0.26,Please save me from getting the lowest marks in my exam.,Guest,multimodal,streamlit
2026-05-11 17:49:45.818053,anger,0.1884634677573398,,Guest,voice,streamlit
2026-05-11 17:50:56.760286,anger,0.1884634677573398,,Guest,voice,streamlit
2026-05-11 19:28:23.025879,neutral,0.545,,Guest,face,webcam
2026-05-11 19:33:12.486514,happy,0.5425899950715296,,Guest,voice,streamlit
2026-05-11 20:37:51.961959,neutral,0.473,,Guest,face,webcam
2026-05-11 20:37:56.926247,neutral,0.473,,Guest,face,webcam
2026-05-11 20:38:01.284088,neutral,0.473,,Guest,face,webcam
2026-05-11 20:39:44.945485,sad,0.47,"मैं अब कॉलेज नहीं जाना चाहता, क्योंकि मैं अपने पहले सेमेस्टर में फेल हो गया हूँ।",Guest,text,streamlit
2026-05-11 20:41:07.748375,happy,0.28,"मैं सिर्फ अपने माता-पिता के साथ रहना चाहता हूँ, अकेला नहीं।",Guest,multimodal,streamlit
2026-05-11 20:41:45.073566,happy,0.28,"मैं सिर्फ अपने माता-पिता के साथ रहना चाहता हूँ, अकेला नहीं।",Guest,multimodal,streamlit
2026-05-11 20:42:15.264177,happy,0.988,,Guest,image,streamlit
2026-05-11 20:42:22.648233,happy,0.988,,Guest,image,streamlit
2026-05-11 20:42:32.083380,happy,1.0,,Guest,image,streamlit
2026-05-11 20:42:40.615702,happy,1.0,,Guest,image,streamlit
2026-05-11 20:51:59.363011,happy,0.747,,Guest,face,webcam
2026-05-11 20:53:54.644362,happy,0.2734951238129524,,Guest,voice,streamlit
2026-05-11 21:16:49.130494,sad,0.29,"मैं सिर्फ अपने माता-पिता के साथ रहना चाहता हूँ, अकेला नहीं।",Guest,multimodal,streamlit
2026-05-11 21:18:27.948132,neutral,0.79,"
नहीं बदल सकते हैं हम खुद को औरों के हिसाब से,
एक लिबास हमें भी दिया हैं खुदा ने अपने हिसाब से!",Alok Mittal,text,streamlit
2026-05-11 21:19:04.713013,neutral,0.53,"आपसे जो भी झुक कर मिलता होगा,
यकीनन उसका कद आपसे ऊँचा होगा!",Alok Mittal,text,streamlit
2026-05-11 21:19:30.926788,neutral,0.88,"समेट कर सारे जज़्बात रख दिये सिरहाने,
थोड़े सुकून के हक़दार हम भी तो है!",Alok Mittal,text,streamlit
2026-05-11 21:20:10.189018,neutral,0.7,"किसी ने पूछा,
इतना अच्छा कैसे लिख लेते हो
मैंने कहा दिल तोड़ना पड़ता है
लफ्जों को जोड़ने से पहले !",Alok Mittal,text,streamlit
2026-05-11 21:20:55.135889,sad,0.54,"रात भर जागते हैं तेरी यादों के सहारे,
नींद भी अब रूठ गई है हमसे।
क्या करें इस दिल का जो तुझे भूलता नहीं,
बस धड़कता रहता है तेरे इंतजार में।",Alok Mittal,text,streamlit
2026-05-11 21:21:27.677135,happy,0.997,,Alok Mittal,image,streamlit
2026-05-11 21:21:42.717401,neutral,0.432,,Alok Mittal,image,streamlit
2026-05-12 07:50:38.458331,neutral,0.999,,Guest,face,webcam
2026-05-12 07:50:49.145108,neutral,0.978,,Guest,face,webcam
2026-05-12 11:48:13.527339,neutral,0.51,,Apoorv Mittal,face,webcam
2026-05-12 11:48:28.619189,neutral,0.976,,Apoorv Mittal,image,streamlit
2026-05-12 11:48:38.870313,neutral,0.976,,Apoorv Mittal,image,streamlit
2026-05-12 11:50:50.251799,happy,0.1133131551581045,,Apoorv Mittal,voice,streamlit
2026-05-12 11:54:27.891005,happy,0.16,I have won a silver medal in my sangathan sports competition at Amity today.,Apoorv Mittal,multimodal,streamlit
2026-05-12 14:04:12.740922,fear,0.841,,Guest,face,webcam
2026-05-12 14:04:20.803021,happy,0.997,,Guest,face,webcam
2026-05-12 14:04:35.104924,happy,0.997,,Guest,face,webcam
2026-05-12 14:05:46.710455,sad,0.87,"
J'ai perdu mes bijoux hier en marchant dans la rue.",Apoorv Mittal,text,streamlit
2026-05-12 14:07:06.972430,fear,0.29,I went to see a 3-D movie today morning.,Apoorv Mittal,multimodal,streamlit
2026-05-12 14:07:42.964834,neutral,0.976,,Apoorv Mittal,image,streamlit
2026-05-12 14:10:25.068169,neutral,0.1062269377944893,,Apoorv Mittal,voice,streamlit
2026-05-12 14:10:48.169237,neutral,0.1062269377944893,,Apoorv Mittal,voice,streamlit
2026-05-12 14:11:05.637593,neutral,0.1062269377944893,,Guest,voice,streamlit
2026-05-12 22:40:31.729866,happy,0.988,,Guest,image,streamlit
2026-05-12 22:40:45.786449,surprise,0.993,,Guest,image,streamlit
2026-05-13 21:25:11.050524,sad,0.529,,Guest,face,webcam
2026-05-13 21:25:55.489902,sad,0.82,I saw my mother crying yesterday.,Guest,text,streamlit
2026-05-13 22:47:23.371849,surprise,1.0,,Guest,face,webcam
2026-05-13 22:47:55.397638,neutral,0.44,I saw a german shephard in the park and ran away.,Guest,text,streamlit
2026-05-13 22:52:43.745864,neutral,0.537,,Guest,face,webcam
2026-05-13 22:53:39.646880,neutral,0.943,,Guest,image,streamlit
2026-05-13 22:54:40.787084,neutral,0.537,,Guest,face,webcam
2026-05-13 23:00:36.595198,happy,0.33,I am feeling very tired and bored today.,Guest,multimodal,streamlit
2026-05-14 09:49:45.052815,neutral,0.907,,Guest,face,webcam
2026-05-14 09:50:56.542129,neutral,0.33,I got scared today after seeing a german shephard in the park while walking.,Guest,multimodal,streamlit
2026-05-14 11:57:22.054765,fear,0.603,,Apoorv Mittal,face,webcam
2026-05-14 11:57:29.521772,fear,0.972,,Apoorv Mittal,face,webcam
2026-05-14 16:14:46.684302,neutral,0.981,,Guest,face,webcam
2026-05-14 19:14:03.655015,fear,0.878,,Guest,face,webcam
2026-05-15 10:39:44.503102,sad,0.993,,Apoorv Mittal,face,webcam
2026-05-15 10:39:52.537451,sad,0.97,,Apoorv Mittal,face,webcam
2026-05-15 10:40:10.789848,sad,0.999,,Apoorv Mittal,face,webcam
2026-05-15 10:40:19.004500,sad,0.998,,Apoorv Mittal,face,webcam
2026-05-15 10:42:49.027001,neutral,0.5,I suppose what is this bad smell of rotten eggs besides me!!,Apoorv Mittal,multimodal,streamlit
